sp_id,loc_id,time_bucket,repetitive_demand_quantity
9583354,3,202305,44
9583354,3,202306,51
9583354,3,202307,52
9583354,3,202308,63
9583354,3,202309,90
9583354,3,202310,29
9583354,3,202311,46
9583354,3,202312,43
9583354,3,202401,73
9583354,3,202402,73
9583354,3,202403,81
9583354,3,202404,40
9583354,3,202405,18
9583354,3,202406,81
9583354,3,202407,60
9583354,3,202408,83
9583354,3,202409,71
9583354,3,202410,130
9583354,3,202411,88
9583354,3,202412,47
9583354,3,202501,48
9583354,3,202502,72
9583354,3,202503,76
8054413,3,202104,5
8054413,3,202105,13
8054413,3,202106,23
8054413,3,202107,21
8054413,3,202108,20
8054413,3,202109,38
8054413,3,202110,20
8054413,3,202111,9
8054413,3,202112,2
8054413,3,202201,15
8054413,3,202202,12
8054413,3,202203,18
8054413,3,202204,17
8054413,3,202205,11
8054413,3,202206,11
8054413,3,202207,37
8054413,3,202208,25
8054413,3,202209,12
8054413,3,202210,11
8054413,3,202211,49
8054413,3,202212,17
8054413,3,202301,20
8054413,3,202302,10
8054413,3,202303,35
8054413,3,202304,15
8054413,3,202305,15
8054413,3,202306,44
8054413,3,202307,17
8054413,3,202308,9
8054413,3,202309,8
8054413,3,202310,12
8054413,3,202311,5
8054413,3,202312,11
8054413,3,202401,19
8054413,3,202402,43
8054413,3,202403,53
8054413,3,202404,30
8054413,3,202405,68
8054413,3,202406,24
8054413,3,202407,67
8054413,3,202408,40
8054413,3,202409,67
8054413,3,202410,11
8054413,3,202411,27
8054413,3,202412,6
8054413,3,202501,37
8054413,3,202502,5
8054413,3,202503,19
9033983,3,202104,20
9033983,3,202105,49
9033983,3,202106,28
9033983,3,202107,43
9033983,3,202108,43
9033983,3,202109,27
9033983,3,202110,46
9033983,3,202111,75
9033983,3,202112,65
9033983,3,202201,74
9033983,3,202202,52
9033983,3,202203,56
9033983,3,202204,52
9033983,3,202205,33
9033983,3,202206,19
9033983,3,202207,18
9033983,3,202208,22
9033983,3,202209,31
9033983,3,202210,34
9033983,3,202211,49
9033983,3,202212,28
9033983,3,202301,31
9033983,3,202302,40.98
9033983,3,202303,39
9033983,3,202304,27
9033983,3,202305,16
9033983,3,202306,13
9033983,3,202307,14
9033983,3,202308,14
9033983,3,202309,24
9033983,3,202310,30
9033983,3,202311,37
9033983,3,202312,26
9033983,3,202401,29
9033983,3,202402,36
9033983,3,202403,18
9033983,3,202404,28
9033983,3,202405,19
9033983,3,202406,14
9033983,3,202407,21
9033983,3,202408,16
9033983,3,202409,7
9033983,3,202410,24
9033983,3,202411,23
9033983,3,202412,15
9033983,3,202501,24
9033983,3,202502,12
9033983,3,202503,18
8485752,3,202104,36
8485752,3,202105,63
8485752,3,202106,47
8485752,3,202107,70
8485752,3,202108,45
8485752,3,202109,65
8485752,3,202110,60
8485752,3,202111,78
8485752,3,202112,68
8485752,3,202201,73
8485752,3,202202,65
8485752,3,202203,69
8485752,3,202204,49
8485752,3,202205,94
8485752,3,202206,72
8485752,3,202207,96
8485752,3,202208,79
8485752,3,202209,84
8485752,3,202210,86
8485752,3,202211,91
8485752,3,202212,110
8485752,3,202301,71
8485752,3,202302,73
8485752,3,202303,96
8485752,3,202304,70
8485752,3,202305,69
8485752,3,202306,120
8485752,3,202307,105
8485752,3,202308,73
8485752,3,202309,106
8485752,3,202310,72
8485752,3,202311,73
8485752,3,202312,120
8485752,3,202401,116
8485752,3,202402,96
8485752,3,202403,93
8485752,3,202404,104
8485752,3,202405,73
8485752,3,202406,103
8485752,3,202407,126
8485752,3,202408,121
8485752,3,202409,100
8485752,3,202410,91
8485752,3,202411,120
8485752,3,202412,96
8485752,3,202501,93
8485752,3,202502,108
8485752,3,202503,60
8050762,3,202104,10
8050762,3,202105,8
8050762,3,202106,19
8050762,3,202107,9
8050762,3,202108,3
8050762,3,202109,15
8050762,3,202110,16
8050762,3,202111,11
8050762,3,202112,9
8050762,3,202201,12
8050762,3,202202,18
8050762,3,202203,29
8050762,3,202204,34
8050762,3,202205,11
8050762,3,202206,8
8050762,3,202207,13
8050762,3,202208,16
8050762,3,202209,13
8050762,3,202210,19
8050762,3,202211,14
8050762,3,202212,9
8050762,3,202301,19
8050762,3,202302,11
8050762,3,202303,29
8050762,3,202304,26
8050762,3,202305,30
8050762,3,202306,10
8050762,3,202307,27
8050762,3,202308,25
8050762,3,202309,13
8050762,3,202310,47
8050762,3,202311,45
8050762,3,202312,14
8050762,3,202401,22
8050762,3,202402,7
8050762,3,202403,9
8050762,3,202404,14
8050762,3,202405,9
8050762,3,202406,6
8050762,3,202407,11
8050762,3,202408,4
8050762,3,202409,5
8050762,3,202410,17
8050762,3,202411,19
8050762,3,202412,22
8050762,3,202501,11
8050762,3,202502,21
8050762,3,202503,10
8040800,3,202104,85
8040800,3,202105,188
8040800,3,202106,274
8040800,3,202107,200
8040800,3,202108,190
8040800,3,202109,177
8040800,3,202110,197
8040800,3,202111,203
8040800,3,202112,209
8040800,3,202201,145
8040800,3,202202,155
8040800,3,202203,188
8040800,3,202204,132
8040800,3,202205,148
8040800,3,202206,191
8040800,3,202207,136
8040800,3,202208,109
8040800,3,202209,137
8040800,3,202210,147
8040800,3,202211,127
8040800,3,202212,181
8040800,3,202301,135
8040800,3,202302,114
8040800,3,202303,170
8040800,3,202304,120
8040800,3,202305,128
8040800,3,202306,153
8040800,3,202307,135
8040800,3,202308,84
8040800,3,202309,156
8040800,3,202310,136
8040800,3,202311,196
8040800,3,202312,128
8040800,3,202401,207.91
8040800,3,202402,157
8040800,3,202403,84
8040800,3,202404,104
8040800,3,202405,78
8040800,3,202406,105
8040800,3,202407,98
8040800,3,202408,112
8040800,3,202409,122
8040800,3,202410,123
8040800,3,202411,156.99
8040800,3,202412,102
8040800,3,202501,123
8040800,3,202502,133
8040800,3,202503,67
9148526,3,202104,630
9148526,3,202105,710
9148526,3,202106,1850
9148526,3,202107,1620
9148526,3,202108,1440
9148526,3,202109,1500
9148526,3,202110,1410
9148526,3,202111,2000
9148526,3,202112,1540
9148526,3,202201,1020
9148526,3,202202,1280
9148526,3,202203,1690
9148526,3,202204,970
9148526,3,202205,2000
9148526,3,202206,1390
9148526,3,202207,1599.98
9148526,3,202208,2080
9148526,3,202209,2362
9148526,3,202210,1410
9148526,3,202211,1090
9148526,3,202212,1092
9148526,3,202301,984
9148526,3,202302,1354
9148526,3,202303,1256
9148526,3,202304,1310
9148526,3,202305,1473
9148526,3,202306,2690
9148526,3,202307,1550
9148526,3,202308,1980
9148526,3,202309,2110
9148526,3,202310,1613
9148526,3,202311,1513
9148526,3,202312,1549
9148526,3,202401,1668
9148526,3,202402,1986
9148526,3,202403,2250
9148526,3,202404,2010
9148526,3,202405,2130
9148526,3,202406,1980
9148526,3,202407,2470
9148526,3,202408,2850
9148526,3,202409,2110
9148526,3,202410,1510
9148526,3,202411,1590
9148526,3,202412,1485.98
9148526,3,202501,2396
9148526,3,202502,1460
9148526,3,202503,1403
8236199,3,202104,21
8236199,3,202105,20
8236199,3,202106,49
8236199,3,202107,64
8236199,3,202108,35
8236199,3,202109,34
8236199,3,202110,40
8236199,3,202111,43
8236199,3,202112,24
8236199,3,202201,55
8236199,3,202202,31
8236199,3,202203,41
8236199,3,202204,29
8236199,3,202205,49
8236199,3,202206,59
8236199,3,202207,50
8236199,3,202208,34
8236199,3,202209,39
8236199,3,202210,47
8236199,3,202211,38
8236199,3,202212,32
8236199,3,202301,36
8236199,3,202302,41
8236199,3,202303,45
8236199,3,202304,46
8236199,3,202305,54
8236199,3,202306,103
8236199,3,202307,38
8236199,3,202308,23
8236199,3,202309,32
8236199,3,202310,36
8236199,3,202311,54
8236199,3,202312,54
8236199,3,202401,46
8236199,3,202402,50
8236199,3,202403,37
8236199,3,202404,41
8236199,3,202405,45
8236199,3,202406,44
8236199,3,202407,74
8236199,3,202408,39
8236199,3,202409,48
8236199,3,202410,37
8236199,3,202411,46
8236199,3,202412,125
8236199,3,202501,47
8236199,3,202502,67
8236199,3,202503,50
9151266,3,202104,43
9151266,3,202105,72
9151266,3,202106,91
9151266,3,202107,86
9151266,3,202108,76
9151266,3,202109,142
9151266,3,202110,101
9151266,3,202111,165
9151266,3,202112,124
9151266,3,202201,112
9151266,3,202202,74
9151266,3,202203,37
9151266,3,202204,82
9151266,3,202205,106
9151266,3,202206,103
9151266,3,202207,398
9151266,3,202208,64
9151266,3,202209,116
9151266,3,202210,165
9151266,3,202211,102
9151266,3,202212,96
9151266,3,202301,174
9151266,3,202302,121
9151266,3,202303,47
9151266,3,202304,135
9151266,3,202305,258
9151266,3,202306,86
9151266,3,202307,125
9151266,3,202308,56
9151266,3,202309,218
9151266,3,202310,97
9151266,3,202311,104
9151266,3,202312,88
9151266,3,202401,116
9151266,3,202402,92
9151266,3,202403,32
9151266,3,202404,236
9151266,3,202405,117
9151266,3,202406,281
9151266,3,202407,109
9151266,3,202408,127
9151266,3,202409,165
9151266,3,202410,46
9151266,3,202411,137
9151266,3,202412,152
9151266,3,202501,92
9151266,3,202502,156
9151266,3,202503,182
8877960,3,202104,12
8877960,3,202105,13
8877960,3,202106,25
8877960,3,202107,24
8877960,3,202108,21
8877960,3,202109,32
8877960,3,202110,16
8877960,3,202111,53
8877960,3,202112,24
8877960,3,202201,13
8877960,3,202202,28
8877960,3,202203,35
8877960,3,202204,65
8877960,3,202205,62
8877960,3,202206,17
8877960,3,202207,12
8877960,3,202208,84
8877960,3,202209,12
8877960,3,202210,40
8877960,3,202211,81
8877960,3,202212,9
8877960,3,202301,31
8877960,3,202302,5
8877960,3,202303,26
8877960,3,202304,23
8877960,3,202305,60
8877960,3,202306,36
8877960,3,202307,5
8877960,3,202308,2
8877960,3,202309,26
8877960,3,202310,55
8877960,3,202311,31
8877960,3,202312,22
8877960,3,202401,68
8877960,3,202402,34
8877960,3,202403,10
8877960,3,202404,8
8877960,3,202405,12
8877960,3,202406,17
8877960,3,202407,23
8877960,3,202408,20
8877960,3,202409,8
8877960,3,202410,8
8877960,3,202411,5
8877960,3,202412,18
8877960,3,202501,21
8877960,3,202502,23
8877960,3,202503,19
8870763,3,202104,485
8870763,3,202105,684
8870763,3,202106,1112
8870763,3,202107,1078
8870763,3,202108,1324
8870763,3,202109,1086.96
8870763,3,202110,1139
8870763,3,202111,1191
8870763,3,202112,1004.99
8870763,3,202201,881
8870763,3,202202,1012.98
8870763,3,202203,1001
8870763,3,202204,1026
8870763,3,202205,1199
8870763,3,202206,1259.92
8870763,3,202207,952
8870763,3,202208,796
8870763,3,202209,1237.96
8870763,3,202210,936
8870763,3,202211,1526
8870763,3,202212,1123.99
8870763,3,202301,895
8870763,3,202302,1077.98
8870763,3,202303,1138
8870763,3,202304,779
8870763,3,202305,870
8870763,3,202306,1010
8870763,3,202307,1416
8870763,3,202308,942
8870763,3,202309,944.98
8870763,3,202310,1221.92
8870763,3,202311,1214.9
8870763,3,202312,939.94
8870763,3,202401,1178.98
8870763,3,202402,1019
8870763,3,202403,1150
8870763,3,202404,1195
8870763,3,202405,971
8870763,3,202406,676
8870763,3,202407,1010.98
8870763,3,202408,825.99
8870763,3,202409,808
8870763,3,202410,994.94
8870763,3,202411,1224.95
8870763,3,202412,654
8870763,3,202501,1190.88
8870763,3,202502,945
8870763,3,202503,948.95
9160916,3,202104,1
9160916,3,202105,7
9160916,3,202106,8
9160916,3,202107,5
9160916,3,202108,10
9160916,3,202109,6
9160916,3,202110,9
9160916,3,202111,6
9160916,3,202112,8
9160916,3,202201,6
9160916,3,202202,8
9160916,3,202203,6
9160916,3,202204,9
9160916,3,202205,11
9160916,3,202206,6
9160916,3,202207,3
9160916,3,202208,13
9160916,3,202209,5
9160916,3,202210,16
9160916,3,202211,11
9160916,3,202212,10
9160916,3,202301,2
9160916,3,202302,8
9160916,3,202303,3
9160916,3,202304,3
9160916,3,202305,6
9160916,3,202306,4
9160916,3,202307,13
9160916,3,202308,6
9160916,3,202309,5
9160916,3,202310,7
9160916,3,202311,8
9160916,3,202312,5
9160916,3,202401,15
9160916,3,202402,6
9160916,3,202403,11
9160916,3,202404,4
9160916,3,202405,12
9160916,3,202406,16
9160916,3,202407,9
9160916,3,202408,8
9160916,3,202409,6
9160916,3,202410,5
9160916,3,202411,4
9160916,3,202412,4
9160916,3,202501,8
9160916,3,202502,5
9160916,3,202503,14
8089311,3,202104,51
8089311,3,202105,43
8089311,3,202106,94
8089311,3,202107,95
8089311,3,202108,92
8089311,3,202109,127
8089311,3,202110,91
8089311,3,202111,69
8089311,3,202112,58
8089311,3,202201,85
8089311,3,202202,82
8089311,3,202203,89
8089311,3,202204,89.98
8089311,3,202205,85
8089311,3,202206,106.98
8089311,3,202207,75
8089311,3,202208,71
8089311,3,202209,48
8089311,3,202210,75
8089311,3,202211,78
8089311,3,202212,81
8089311,3,202301,100
8089311,3,202302,72
8089311,3,202303,76
8089311,3,202304,97
8089311,3,202305,103
8089311,3,202306,116
8089311,3,202307,247
8089311,3,202308,53
8089311,3,202309,71
8089311,3,202310,122
8089311,3,202311,132
8089311,3,202312,104
8089311,3,202401,111
8089311,3,202402,109
8089311,3,202403,89
8089311,3,202404,81
8089311,3,202405,85
8089311,3,202406,89
8089311,3,202407,125
8089311,3,202408,68
8089311,3,202409,98
8089311,3,202410,122
8089311,3,202411,87
8089311,3,202412,88
8089311,3,202501,86
8089311,3,202502,98
8089311,3,202503,120
8147820,3,202104,55
8147820,3,202105,109
8147820,3,202106,35
8147820,3,202107,54
8147820,3,202108,46
8147820,3,202109,88
8147820,3,202110,59
8147820,3,202111,102
8147820,3,202112,71
8147820,3,202201,26
8147820,3,202202,63
8147820,3,202203,55
8147820,3,202204,38
8147820,3,202205,55
8147820,3,202206,129
8147820,3,202207,89
8147820,3,202208,50.99
8147820,3,202209,72
8147820,3,202210,100
8147820,3,202211,121
8147820,3,202212,87
8147820,3,202301,39
8147820,3,202302,138
8147820,3,202303,53
8147820,3,202304,57
8147820,3,202305,86.99
8147820,3,202306,60
8147820,3,202307,58
8147820,3,202308,54
8147820,3,202309,120
8147820,3,202310,63
8147820,3,202311,35
8147820,3,202312,59
8147820,3,202401,85.99
8147820,3,202402,57
8147820,3,202403,63
8147820,3,202404,198
8147820,3,202405,66
8147820,3,202406,95.96
8147820,3,202407,128
8147820,3,202408,97
8147820,3,202409,55
8147820,3,202410,86
8147820,3,202411,78.99
8147820,3,202412,131
8147820,3,202501,86
8147820,3,202502,53.98
8147820,3,202503,88.98
9038024,3,202104,1852.95
9038024,3,202105,3013
9038024,3,202106,2905
9038024,3,202107,3179
9038024,3,202108,2411
9038024,3,202109,2026
9038024,3,202110,2802
9038024,3,202111,2482
9038024,3,202112,2695
9038024,3,202201,3232.99
9038024,3,202202,3402
9038024,3,202203,3324
9038024,3,202204,4030.95
9038024,3,202205,3561.95
9038024,3,202206,3999.88
9038024,3,202207,3399
9038024,3,202208,2793.95
9038024,3,202209,3287
9038024,3,202210,3315
9038024,3,202211,3534
9038024,3,202212,2853
9038024,3,202301,3199.99
9038024,3,202302,3096
9038024,3,202303,4983
9038024,3,202304,3596
9038024,3,202305,2906
9038024,3,202306,2444.96
9038024,3,202307,8527
9038024,3,202308,1492
9038024,3,202309,2973
9038024,3,202310,4720.99
9038024,3,202311,3163
9038024,3,202312,4029.94
9038024,3,202401,3671
9038024,3,202402,4239
9038024,3,202403,5307.95
9038024,3,202404,4341.96
9038024,3,202405,4974
9038024,3,202406,5008.98
9038024,3,202407,3545.96
9038024,3,202408,3214
9038024,3,202409,5427
9038024,3,202410,5847
9038024,3,202411,3433
9038024,3,202412,3555.98
9038024,3,202501,6098.94
9038024,3,202502,5268.97
9038024,3,202503,8432.92
8328468,3,202104,38
8328468,3,202105,55
8328468,3,202106,20
8328468,3,202107,37
8328468,3,202108,52
8328468,3,202109,61
8328468,3,202110,134
8328468,3,202111,65
8328468,3,202112,132
8328468,3,202201,58
8328468,3,202202,58
8328468,3,202203,163
8328468,3,202204,69
8328468,3,202205,109
8328468,3,202206,59
8328468,3,202207,202
8328468,3,202208,64
8328468,3,202209,75
8328468,3,202210,58
8328468,3,202211,68
8328468,3,202212,114
8328468,3,202301,186
8328468,3,202302,96
8328468,3,202303,291
8328468,3,202304,80
8328468,3,202305,67
8328468,3,202306,112
8328468,3,202307,77
8328468,3,202308,50
8328468,3,202309,71
8328468,3,202310,142
8328468,3,202311,86
8328468,3,202312,106
8328468,3,202401,159
